#framerate (fps):	2.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon
00046	 32	 30.7297	 9.8476	 1.2000	 0.7200	 1.0060	 (((311627.295687, 107085.561074), (315387.169948, 104353.852517), (316687.184532, 100352.819028), (308121.749816, 92055.308118), (298630.985968, 98894.350072), (311627.295687, 107085.561074)))
00046	 27	 31.4513	 9.1027	 1.2000	 0.4409	 0.9996	 (((308264.807156, 83810.872782), (308121.749816, 92055.308118), (316878.827482, 100537.565160), (317603.169957, 100537.565159), (322603.169948, 96904.852517), (324513.000000, 91026.999928), (322603.169906, 85149.147425), (317603.169889, 81516.434819), (311422.830008, 81516.434853), (308264.807156, 83810.872782)))
00047	 37	 19.1788	 8.1155	 1.2000	 0.6870	 0.5252	 (((184669.802583, 74571.087118), (183697.830031, 75277.147512), (181788.000000, 81155.000036), (183697.830073, 87032.852546), (188697.830077, 90665.565170), (188761.516640, 90665.565169), (197889.758907, 80039.873556), (184669.802583, 74571.087118)))
00047	 22	 19.2158	 11.7443	 1.2000	 0.6487	 0.5834	 (((189546.553877, 107932.434850), (189067.830008, 107932.434853), (184067.830031, 111565.147512), (182158.000000, 117443.000036), (184067.830073, 123320.852546), (186787.362685, 125296.467291), (196158.794652, 118906.929018), (193146.820200, 110588.077888), (189546.553877, 107932.434850)))
00047	 20	 19.4359	 7.4940	 1.2000	 0.6023	 0.4194	 (((184501.250069, 74501.360890), (197889.758907, 80039.873556), (200000.000000, 79414.632865), (199999.979421, 67282.706402), (197449.169889, 65429.434819), (191268.830008, 65429.434853), (186268.830031, 69062.147512), (184501.250069, 74501.360890)))
00047	 33	 19.6060	 12.3166	 1.2000	 0.7456	 0.5160	 (((186758.489719, 125316.153174), (187969.830073, 129043.852546), (192969.830077, 132676.565170), (199150.169957, 132676.565159), (199999.979480, 132059.142399), (200000.000000, 120000.000000), (200043.979631, 120000.000000), (196158.794652, 118906.929018), (186758.489719, 125316.153174)))
00047	 4	 19.7707	 8.6240	 1.2000	 0.6764	 0.5401	 (((189616.830073, 92117.852546), (194616.830077, 95750.565170), (198323.082658, 95750.565163), (202118.750572, 91486.593305), (203335.803315, 79999.990692), (200000.000000, 80000.000000), (200000.000000, 79414.634404), (197889.758907, 80039.873556), (189039.656835, 90341.495992), (189616.830073, 92117.852546)))
00047	 49	 19.8295	 11.5221	 1.2000	 1.2193	 0.5508	 (((193146.820200, 110588.077888), (196158.794652, 118906.929018), (200044.451648, 120000.000000), (206742.210902, 119999.994532), (206949.896840, 119360.803566), (206914.130349, 119149.713013), (202106.055898, 111895.075045), (193146.820200, 110588.077888)))
00047	 48	 19.9404	 10.7619	 1.2000	 0.6738	 0.7687	 (((196313.830008, 98108.434853), (191313.830031, 101741.147512), (189404.000000, 107619.000036), (189493.074226, 107893.142312), (193146.820200, 110588.077888), (202106.055898, 111895.075045), (204454.225887, 103638.900251), (203588.644697, 101416.886455), (198742.629495, 98108.434840), (196313.830008, 98108.434853)))
00047	 1	 20.6654	 10.9681	 1.2000	 1.2990	 0.6987	 (((204454.225887, 103638.900251), (202106.055898, 111895.075045), (206914.130349, 119149.713013), (211437.360153, 108145.252560), (204454.225887, 103638.900251)))
00047	 38	 20.7532	 8.7281	 1.2000	 0.8121	 0.6908	 (((202118.750572, 91486.593305), (211501.407905, 91123.279882), (214465.796883, 87591.117320), (213496.136217, 80000.015933), (203335.804490, 79999.989319), (202118.750572, 91486.593305)))
00047	 21	 20.7841	 9.5261	 1.2000	 0.9463	 0.7734	 (((198086.444386, 96016.400173), (198772.903337, 98129.103562), (203588.644697, 101416.886455), (212268.115849, 98090.470614), (211501.407905, 91123.279882), (202118.750572, 91486.593305), (198086.444386, 96016.400173)))
00047	 30	 21.0866	 10.3154	 1.2000	 1.3225	 0.8780	 (((215084.364530, 107028.799013), (214919.584967, 99631.629496), (212268.115849, 98090.470614), (203588.644697, 101416.886455), (204454.225887, 103638.900251), (211437.360153, 108145.252560), (215084.364530, 107028.799013)))
00047	 11	 21.3758	 11.2601	 1.2000	 0.9975	 0.7509	 (((217367.722260, 108301.466887), (215084.364530, 107028.799013), (211437.360153, 108145.252560), (206914.130349, 119149.713013), (206959.465913, 119417.279357), (207761.502892, 119999.993664), (217085.607989, 120000.012993), (217367.722260, 108301.466887)))
00047	 12	 21.5974	 9.4366	 1.2000	 1.0976	 0.8154	 (((222427.256897, 92218.298378), (214465.796883, 87591.117320), (211501.407905, 91123.279882), (212268.115849, 98090.470614), (214919.584967, 99631.629496), (222182.717894, 96970.844398), (222427.256897, 92218.298378)))
00047	 2	 21.9126	 10.2970	 1.2000	 1.2567	 0.8918	 (((222182.717894, 96970.844398), (214919.584967, 99631.629496), (215084.364530, 107028.799013), (217367.722260, 108301.466887), (221483.264112, 107612.743557), (224766.992772, 100057.806719), (222182.717894, 96970.844398)))
00047	 23	 22.0766	 11.2770	 1.2000	 1.2402	 0.8633	 (((221483.264112, 107612.743557), (217367.722260, 108301.466887), (217085.610363, 120000.001466), (222508.204915, 119999.998520), (225496.055915, 111089.969601), (221483.264112, 107612.743557)))
00047	 47	 22.1099	 8.5548	 1.2000	 0.9027	 0.8999	 (((214465.796883, 87591.117320), (222427.256897, 92218.298378), (225280.872865, 89949.931349), (224600.889188, 80000.009544), (213496.131937, 79999.993046), (214465.796883, 87591.117320)))
00047	 3	 22.6486	 10.6169	 1.2000	 1.4067	 0.9052	 (((231395.169877, 109943.549012), (232013.406569, 109059.232458), (227730.385730, 100626.463546), (224766.992772, 100057.806719), (221483.264112, 107612.743557), (225496.055915, 111089.969601), (231395.169877, 109943.549012)))
00047	 36	 22.8257	 11.5282	 1.2000	 1.2273	 0.9312	 (((231395.169877, 109943.549012), (225496.055915, 111089.969601), (222508.206997, 120000.011306), (233827.270172, 119999.990858), (231395.169877, 109943.549012)))
00047	 25	 22.8626	 9.5017	 1.2000	 1.0068	 0.9326	 (((234052.915207, 92173.280797), (231905.322669, 90081.797460), (225280.872865, 89949.931349), (222427.256897, 92218.298378), (222182.717894, 96970.844398), (224766.992772, 100057.806719), (227730.385730, 100626.463546), (232923.505054, 97781.262027), (234052.915207, 92173.280797)))
00047	 19	 22.8825	 8.5020	 1.2000	 1.2449	 0.9145	 (((225280.872865, 89949.931349), (231905.322669, 90081.797460), (234007.659372, 79999.993719), (224600.886231, 79999.979035), (225280.872865, 89949.931349)))
00047	 13	 23.2940	 10.2891	 1.2000	 1.4772	 0.9131	 (((236069.684212, 107617.017796), (237779.141599, 101843.959760), (232923.505054, 97781.262027), (227730.385730, 100626.463546), (232013.406569, 109059.232458), (236069.684212, 107617.017796)))
00047	 24	 23.6626	 11.3258	 1.2000	 0.7972	 0.9792	 (((236069.684212, 107617.017796), (232013.406569, 109059.232458), (231395.169877, 109943.549012), (233827.267835, 119999.990252), (243526.779884, 119999.994983), (244716.169948, 119135.852517), (245429.171306, 116941.459973), (243140.117480, 111771.042759), (236069.684212, 107617.017796)))
00047	 15	 23.6752	 8.6673	 1.2000	 0.9774	 0.9164	 (((234052.915207, 92173.280797), (238380.947821, 91663.552609), (243789.000291, 82194.554571), (243750.470044, 80001.981058), (243747.717305, 79999.981076), (234007.660090, 80000.002248), (231905.322669, 90081.797460), (234052.915207, 92173.280797)))
00047	 5	 23.7956	 9.6896	 1.2000	 1.3371	 0.9543	 (((243463.603283, 96096.203114), (238380.947821, 91663.552609), (234052.915207, 92173.280797), (232923.505054, 97781.262027), (237779.141599, 101843.959760), (243341.965086, 99666.430934), (243463.603283, 96096.203114)))
00047	 43	 24.1268	 10.5357	 1.2000	 1.3131	 0.9464	 (((243341.965086, 99666.430934), (237779.141599, 101843.959760), (236069.684212, 107617.017796), (243140.117480, 111771.042759), (246391.409036, 102545.455910), (243341.965086, 99666.430934)))
00047	 40	 24.3507	 9.0531	 1.2000	 1.3553	 0.9444	 (((243789.000291, 82194.554571), (238380.947821, 91663.552609), (243463.603283, 96096.203114), (248995.752863, 91665.064604), (243789.000291, 82194.554571)))
00047	 26	 24.8620	 10.7948	 1.2000	 1.0482	 0.9542	 (((245658.105837, 117458.565169), (246255.524218, 117458.565168), (254533.491955, 107704.646045), (250041.205265, 102642.519505), (246391.409036, 102545.455910), (243140.117480, 111771.042759), (245658.105837, 117458.565169)))
00047	 50	 24.8904	 9.7269	 1.2000	 1.2221	 0.9554	 (((251418.250493, 92128.524182), (248995.752863, 91665.064604), (243463.603283, 96096.203114), (243341.965086, 99666.430934), (246391.409036, 102545.455910), (250041.205265, 102642.519505), (254453.168199, 96327.639399), (251418.250493, 92128.524182)))
00047	 18	 25.0979	 8.6423	 1.2000	 0.8211	 0.9401	 (((259556.745836, 82045.751805), (259069.169906, 80545.147425), (258318.845471, 80000.004820), (243750.437456, 79999.981559), (243789.000291, 82194.554571), (248995.752863, 91665.064604), (251418.250493, 92128.524182), (259556.745836, 82045.751805)))
00047	 45	 25.5255	 11.3579	 1.2000	 0.7415	 0.9800	 (((263934.194758, 117644.020555), (256079.250389, 107734.065190), (254533.491955, 107704.646045), (246443.548934, 117236.977484), (247164.830073, 119456.852546), (247912.401744, 119999.995155), (262597.598279, 119999.995128), (263345.169948, 119456.852517), (263934.194758, 117644.020555)))
00047	 14	 25.5478	 10.1862	 1.2000	 1.2035	 0.9805	 (((262052.540808, 100933.487142), (258598.681490, 96962.800837), (254453.168199, 96327.639399), (250041.205265, 102642.519505), (254533.491955, 107704.646045), (256079.250389, 107734.065190), (261948.270207, 101795.394294), (262052.540808, 100933.487142)))
00047	 29	 25.7088	 9.1354	 1.2000	 1.0330	 0.9525	 (((260178.169889, 81843.434819), (259720.063193, 81843.434822), (251418.250493, 92128.524182), (254453.168199, 96327.639399), (258598.681490, 96962.800837), (263000.405391, 87607.244407), (261644.137354, 82908.522513), (260178.169889, 81843.434819)))
00047	 46	 26.1958	 10.8266	 1.2000	 1.0582	 0.9887	 (((264856.658952, 117776.565159), (267646.207715, 109127.841945), (261948.270207, 101795.394294), (256079.250389, 107734.065190), (264039.239953, 117776.565160), (264856.658952, 117776.565159)))
00047	 28	 26.3883	 9.4551	 1.2000	 1.1694	 0.9541	 (((269997.862292, 93789.139823), (263000.405391, 87607.244407), (258598.681490, 96962.800837), (262052.540808, 100933.487142), (268848.624208, 97606.845776), (269997.862292, 93789.139823)))
00047	 17	 26.8216	 10.3403	 1.2000	 1.2384	 0.9566	 (((274700.541653, 104353.836084), (268848.624208, 97606.845776), (262052.540808, 100933.487142), (261948.270207, 101795.394294), (267646.207715, 109127.841945), (274099.236935, 105611.099466), (274700.541653, 104353.836084)))
00047	 7	 27.0000	 8.7627	 1.2000	 0.6991	 0.9793	 (((269997.862292, 93789.139823), (274122.313242, 91893.343830), (275909.042567, 80164.465675), (275682.662362, 79999.990830), (264317.317534, 80000.005438), (261909.830031, 81749.147512), (261591.916827, 82727.583760), (263000.405391, 87607.244407), (269997.862292, 93789.139823)))
00047	 34	 27.2766	 11.1752	 1.2000	 0.7173	 0.9649	 (((274099.236935, 105611.099466), (267646.207715, 109127.841945), (264860.593133, 117764.090766), (267938.050467, 119999.994386), (277593.939154, 120000.001931), (279713.291373, 118460.202408), (274099.236935, 105611.099466)))
00047	 8	 27.4676	 9.7800	 1.2000	 1.1546	 0.9462	 (((279584.683751, 94796.788484), (274122.313242, 91893.343830), (269997.862292, 93789.139823), (268848.624208, 97606.845776), (274700.541653, 104353.836084), (277971.880525, 102916.587248), (279584.683751, 94796.788484)))
00047	 35	 27.9328	 8.9048	 1.2000	 0.7948	 1.0085	 (((279584.683751, 94796.788484), (283130.611990, 93554.008827), (284933.791000, 81365.140517), (282418.169889, 79537.434819), (280000.000000, 79537.428571), (280000.000000, 80000.000000), (275934.117861, 79999.990174), (274122.313242, 91893.343830), (279584.683751, 94796.788484)))
00047	 39	 27.9511	 10.8805	 1.2000	 0.9649	 0.9844	 (((282601.169957, 118315.565159), (283056.096892, 117985.041392), (284484.704951, 105326.269642), (277971.880525, 102916.587248), (274700.541653, 104353.836084), (274099.236935, 105611.099466), (279650.023473, 118315.565164), (282601.169957, 118315.565159)))
00047	 41	 28.2973	 9.9448	 1.2000	 1.1687	 0.9697	 (((287726.528983, 96129.054785), (283130.611990, 93554.008827), (279584.683751, 94796.788484), (277971.880525, 102916.587248), (284484.704951, 105326.269642), (287211.792504, 103858.666637), (287726.528983, 96129.054785)))
00047	 10	 28.8075	 9.0342	 1.2000	 0.7514	 1.0011	 (((294629.051658, 83348.092204), (291165.169889, 80831.434819), (285012.751118, 80831.434852), (283130.611990, 93554.008827), (287726.528983, 96129.054785), (292439.993314, 94224.148988), (294629.051658, 83348.092204)))
00047	 16	 28.8558	 10.9826	 1.2000	 0.6585	 0.9648	 (((285467.830077, 119336.565170), (291648.169957, 119336.565159), (296001.902196, 116173.393525), (293226.040266, 105974.756675), (287211.792504, 103858.666637), (284484.704951, 105326.269642), (283097.800614, 117614.637981), (285467.830077, 119336.565170)))
00047	 6	 29.1998	 10.0049	 1.2000	 1.1025	 0.9771	 (((299346.022590, 99566.565881), (292439.993314, 94224.148988), (287726.528983, 96129.054785), (287211.792504, 103858.666637), (293226.040266, 105974.756675), (299346.022590, 99566.565881)))
00047	 31	 29.7967	 9.2333	 1.2000	 0.7568	 0.9907	 (((294876.830008, 82822.434853), (294710.543258, 82943.249250), (292439.993314, 94224.148988), (299346.022590, 99566.565881), (303065.469026, 99251.855252), (303579.908050, 98936.724362), (300845.294885, 82822.434820), (294876.830008, 82822.434853)))
00047	 9	 29.9202	 10.6929	 1.2000	 0.7591	 0.9841	 (((296111.830077, 116439.565170), (302292.169957, 116439.565159), (303048.207005, 115890.272089), (303065.469026, 99251.855252), (299346.022590, 99566.565881), (293226.040266, 105974.756675), (296065.010561, 116405.548801), (296111.830077, 116439.565170)))
00047	 42	 30.6700	 9.0851	 1.2000	 0.6432	 0.9675	 (((309790.169889, 81340.434819), (303609.830008, 81340.434853), (300924.841074, 83291.193519), (303579.908050, 98936.724362), (303897.385851, 98932.520534), (313067.216681, 92002.297972), (313290.059843, 83883.253682), (309790.169889, 81340.434819)))
00047	 44	 30.6913	 10.6937	 1.2000	 0.6035	 0.9822	 (((310003.169957, 116447.565159), (315003.169948, 112814.852517), (316789.874842, 107315.940271), (303897.385851, 98932.520534), (303579.908050, 98936.724362), (303065.469026, 99251.855252), (303048.001017, 115884.618909), (303822.830077, 116447.565170), (310003.169957, 116447.565159)))
00047	 32	 31.2437	 9.8442	 1.2000	 0.7207	 1.0108	 (((316585.854271, 107183.385979), (320527.169948, 104319.852517), (321774.176301, 100481.961589), (313067.216681, 92002.297972), (303897.385851, 98932.520534), (316585.854271, 107183.385979)))
00047	 27	 31.9488	 9.1202	 1.2000	 0.4440	 1.0005	 (((313287.826210, 83950.984897), (313067.216681, 92002.297972), (322011.635541, 100712.565160), (322578.169957, 100712.565159), (327578.169948, 97079.852517), (329488.000000, 91201.999928), (327578.169906, 85324.147425), (322578.169889, 81691.434819), (316397.830008, 81691.434853), (313287.826210, 83950.984897)))
00048	 37	 19.3184	 8.5360	 1.2000	 0.6355	 0.5673	 (((184899.958186, 80079.474832), (183184.000000, 85360.000036), (185093.830073, 91237.852546), (190093.830077, 94870.565170), (192897.235069, 94870.565165), (199224.058769, 81814.133437), (184899.958186, 80079.474832)))
00048	 22	 19.3565	 11.4295	 1.2000	 0.6370	 0.5858	 (((194033.319201, 104784.434833), (190474.830008, 104784.434853), (185474.830031, 108417.147512), (183565.000000, 114295.000036), (185456.853340, 120117.525852), (197766.569894, 116870.940268), (196236.418327, 107138.388241), (194033.319201, 104784.434833)))
00048	 20	 19.4205	 7.6929	 1.2000	 0.5272	 0.3989	 (((186114.830031, 71051.147512), (184205.000000, 76929.000036), (185242.199371, 80120.920479), (199224.058769, 81814.133437), (202811.394688, 79999.984620), (200000.000000, 80000.000000), (199999.979422, 69383.593950), (197295.169889, 67418.434819), (191114.830008, 67418.434853), (186114.830031, 71051.147512)))
00048	 33	 19.5382	 12.1184	 1.2000	 0.6280	 0.4999	 (((185754.010061, 120039.298696), (185382.000000, 121184.000036), (187291.830073, 127061.852546), (192291.830077, 130694.565170), (198472.169957, 130694.565159), (199999.979478, 129584.546564), (200000.000000, 120000.000000), (202272.511386, 119999.997775), (197766.569894, 116870.940268), (185754.010061, 120039.298696)))
00048	 4	 20.0184	 8.8752	 1.2000	 0.6355	 0.6008	 (((196644.627713, 97936.200551), (203545.346401, 96500.149353), (206746.370541, 91116.026750), (204690.020606, 80270.110565), (204318.248261, 80000.002342), (202811.398492, 79999.982696), (199224.058769, 81814.133437), (192774.344197, 95124.274995), (196644.627713, 97936.200551)))
00048	 49	 20.0975	 11.3130	 1.2000	 0.9638	 0.6022	 (((196236.418327, 107138.388241), (197766.569894, 116870.940268), (202272.435221, 119999.982020), (207699.588110, 120000.005800), (208948.931879, 119092.304418), (205316.650043, 109999.815122), (196236.418327, 107138.388241)))
00048	 48	 20.3554	 10.4946	 1.2000	 0.7020	 0.8064	 (((195463.830031, 99068.147512), (193716.478471, 104445.942713), (196236.418327, 107138.388241), (205316.650043, 109999.815122), (209744.730096, 102775.429610), (209664.031003, 102093.082287), (203545.346401, 96500.149353), (197173.225466, 97826.199019), (195463.830031, 99068.147512)))
00048	 1	 21.0620	 10.9277	 1.2000	 1.1287	 0.7558	 (((210706.316383, 118787.565164), (215236.972921, 108094.480887), (209744.730096, 102775.429610), (205316.650043, 109999.815122), (208827.194279, 118787.565167), (210706.316383, 118787.565164)))
00048	 21	 21.1958	 9.5752	 1.2000	 1.0066	 0.8171	 (((216627.822195, 98187.382493), (215269.355149, 91143.704769), (206746.370541, 91116.026750), (203545.346401, 96500.149353), (209664.031003, 102093.082287), (216627.822195, 98187.382493)))
00048	 38	 21.1988	 8.6514	 1.2000	 0.7155	 0.7925	 (((206746.370541, 91116.026750), (215269.355149, 91143.704769), (219065.261586, 87153.453460), (218635.352543, 80000.012547), (204773.409450, 80000.001821), (204655.106324, 80085.954074), (206746.370541, 91116.026750)))
00048	 30	 21.6271	 10.3442	 1.2000	 1.4188	 0.9158	 (((220342.517954, 107323.306660), (219854.889057, 99507.926715), (216627.822195, 98187.382493), (209664.031003, 102093.082287), (209744.730096, 102775.429610), (215236.972921, 108094.480887), (220342.517954, 107323.306660)))
00048	 11	 21.7599	 11.2234	 1.2000	 0.9784	 0.8051	 (((222135.913956, 108542.575997), (220342.517954, 107323.306660), (215236.972921, 108094.480887), (210643.366154, 118936.141254), (212107.637472, 119999.996633), (220182.087035, 119999.995163), (222135.913956, 108542.575997)))
00048	 12	 22.0057	 9.4190	 1.2000	 1.0627	 0.8345	 (((226738.164006, 92519.711545), (219065.261586, 87153.453460), (215269.355149, 91143.704769), (216627.822195, 98187.382493), (219854.889057, 99507.926715), (226561.890167, 96570.938877), (226738.164006, 92519.711545)))
00048	 2	 22.3900	 10.2966	 1.2000	 1.2373	 0.9158	 (((226561.890167, 96570.938877), (219854.889057, 99507.926715), (220342.517954, 107323.306660), (222135.913956, 108542.575997), (225995.919013, 108070.078928), (229592.283752, 100025.114642), (226561.890167, 96570.938877)))
00048	 23	 22.5193	 11.3529	 1.2000	 1.1404	 0.8987	 (((225995.919013, 108070.078928), (222135.913956, 108542.575997), (220182.084951, 120000.013883), (227994.892003, 119999.996768), (229775.170315, 111177.957961), (225995.919013, 108070.078928)))
00048	 47	 22.6015	 8.5671	 1.2000	 0.9041	 0.9440	 (((226738.164006, 92519.711545), (230134.202474, 89817.969295), (229251.867777, 80000.009247), (218635.346242, 79999.986919), (219065.261586, 87153.453460), (226738.164006, 92519.711545)))
00048	 3	 23.1197	 10.6228	 1.2000	 1.3705	 0.9382	 (((236326.027056, 109785.882490), (236770.652065, 109136.903895), (232445.180500, 100535.769224), (229592.283752, 100025.114642), (225995.919013, 108070.078928), (229775.170315, 111177.957961), (236326.027056, 109785.882490)))
00048	 36	 23.3087	 11.5122	 1.2000	 1.2254	 0.9546	 (((236326.027056, 109785.882490), (229775.170315, 111177.957961), (227994.903550, 119999.995866), (238558.586603, 119999.995287), (236326.027056, 109785.882490)))
00048	 25	 23.3249	 9.4764	 1.2000	 0.9910	 0.9368	 (((238782.254960, 92234.335596), (236501.936565, 89947.789917), (230134.202474, 89817.969295), (226738.164006, 92519.711545), (226561.890167, 96570.938877), (229592.283752, 100025.114642), (232445.180500, 100535.769224), (237644.278450, 97663.656074), (238782.254960, 92234.335596)))
00048	 19	 23.3448	 8.5003	 1.2000	 1.2825	 0.9163	 (((230134.202474, 89817.969295), (236501.936565, 89947.789917), (238654.619697, 79999.994732), (229251.868664, 79999.996987), (230134.202474, 89817.969295)))
00048	 13	 23.7759	 10.2928	 1.2000	 1.4356	 0.9353	 (((240850.472864, 107664.685825), (242625.978248, 101771.231456), (237644.278450, 97663.656074), (232445.180500, 100535.769224), (236770.652065, 109136.903895), (240850.472864, 107664.685825)))
00048	 15	 24.1327	 8.6708	 1.2000	 0.9755	 0.9248	 (((238782.254960, 92234.335596), (243231.218189, 91568.206676), (248384.457339, 82018.916792), (248354.473133, 80058.053035), (248274.577462, 80000.005433), (238654.617011, 80000.000587), (236501.936565, 89947.789917), (238782.254960, 92234.335596)))
00048	 24	 24.1496	 11.3284	 1.2000	 0.7992	 0.9802	 (((240850.472864, 107664.685825), (236770.652065, 109136.903895), (236326.027056, 109785.882490), (238558.576962, 119999.990300), (248432.565797, 119999.994995), (249586.169948, 119161.852517), (250286.409236, 117006.737585), (248075.346599, 111845.185284), (240850.472864, 107664.685825)))
00048	 5	 24.2834	 9.6773	 1.2000	 1.3220	 0.9359	 (((248299.638669, 96010.437968), (243231.218189, 91568.206676), (238782.254960, 92234.335596), (237644.278450, 97663.656074), (242625.978248, 101771.231456), (248143.541393, 99723.910025), (248299.638669, 96010.437968)))
00048	 43	 24.6044	 10.5424	 1.2000	 1.2908	 0.9511	 (((248143.541393, 99723.910025), (242625.978248, 101771.231456), (240850.472864, 107664.685825), (248075.346599, 111845.185284), (251279.014816, 102646.270734), (248143.541393, 99723.910025)))
00048	 40	 24.8339	 9.0492	 1.2000	 1.3609	 0.9475	 (((248384.457339, 82018.916792), (243231.218189, 91568.206676), (248299.638669, 96010.437968), (253733.914817, 91700.606076), (248384.457339, 82018.916792)))
00048	 26	 25.3656	 10.8075	 1.2000	 1.0448	 0.9615	 (((250565.830077, 117585.565170), (251059.918704, 117585.565169), (259533.707142, 107798.188167), (254808.625538, 102654.731907), (251279.014816, 102646.270734), (248075.346599, 111845.185284), (250520.144354, 117552.372550), (250565.830077, 117585.565170)))
00048	 50	 25.3682	 9.7229	 1.2000	 1.2157	 0.9587	 (((256169.736370, 92131.564355), (253733.914817, 91700.606076), (248299.638669, 96010.437968), (248143.541393, 99723.910025), (251279.014816, 102646.270734), (254808.625538, 102654.731907), (259292.115833, 96382.957582), (256169.736370, 92131.564355)))
00048	 18	 25.5582	 8.6490	 1.2000	 0.8298	 0.9401	 (((264088.803145, 81894.412657), (263672.169906, 80612.147425), (262829.627923, 80000.004851), (248353.619626, 79999.983685), (248384.457339, 82018.916792), (253733.914817, 91700.606076), (256169.736370, 92131.564355), (264088.803145, 81894.412657)))
00048	 45	 26.0101	 11.3655	 1.2000	 0.7515	 0.9800	 (((268788.625831, 117694.072379), (260942.524851, 107823.014210), (259533.707142, 107798.188167), (251291.256286, 117318.232173), (252010.830073, 119532.852546), (252653.796765, 119999.995190), (267548.203258, 119999.995163), (268191.169948, 119532.852517), (268788.625831, 117694.072379)))
00048	 14	 26.0307	 10.1965	 1.2000	 1.2030	 0.9816	 (((266910.316557, 101088.572299), (263238.294922, 96926.379173), (259292.115833, 96382.957582), (254808.625538, 102654.731907), (259533.707142, 107798.188167), (260942.524851, 107823.014210), (266825.974874, 101797.894711), (266910.316557, 101088.572299)))
00048	 29	 26.1778	 9.1283	 1.2000	 1.0120	 0.9509	 (((264868.169889, 81772.434819), (264183.181996, 81772.434823), (256169.736370, 92131.564355), (259292.115833, 96382.957582), (263238.294922, 96926.379173), (267806.422271, 87655.647934), (266577.298747, 83014.189605), (264868.169889, 81772.434819)))
00048	 46	 26.6814	 10.8319	 1.2000	 1.0597	 0.9866	 (((269794.006195, 117829.565159), (272383.756021, 109058.681262), (266825.974874, 101797.894711), (260942.524851, 107823.014210), (268896.487617, 117829.565160), (269794.006195, 117829.565159)))
00048	 28	 26.8603	 9.4646	 1.2000	 1.1655	 0.9555	 (((274594.660848, 93861.781619), (267806.422271, 87655.647934), (263238.294922, 96926.379173), (266910.316557, 101088.572299), (273520.164719, 97709.275281), (274594.660848, 93861.781619)))
00048	 17	 27.3124	 10.3489	 1.2000	 1.2562	 0.9571	 (((279785.002735, 104334.887462), (273520.164719, 97709.275281), (266910.316557, 101088.572299), (266825.974874, 101797.894711), (272383.756021, 109058.681262), (279327.849719, 105280.968889), (279785.002735, 104334.887462)))
00048	 7	 27.4840	 8.7824	 1.2000	 0.6943	 0.9787	 (((274594.660848, 93861.781619), (279128.501898, 91795.148477), (280662.137636, 80298.325547), (280000.000000, 79817.252287), (280000.000000, 80000.000000), (269428.464649, 80000.005526), (266749.830031, 81946.147512), (266498.975634, 82718.197969), (267806.422271, 87655.647934), (274594.660848, 93861.781619)))
00048	 34	 27.7462	 11.1463	 1.2000	 0.7209	 0.9677	 (((279327.849719, 105280.968889), (272383.756021, 109058.681262), (269838.187518, 117679.681061), (273031.832359, 119999.999846), (280000.000000, 120000.000000), (279999.983151, 120973.565160), (280552.169957, 120973.565159), (283867.920488, 118564.531380), (279327.849719, 105280.968889)))
00048	 8	 27.9313	 9.7637	 1.2000	 1.1489	 0.9518	 (((284382.595503, 94864.645267), (279128.501898, 91795.148477), (274594.660848, 93861.781619), (273520.164719, 97709.275281), (279785.002735, 104334.887462), (282615.515665, 103024.368175), (284382.595503, 94864.645267)))
00048	 35	 28.4308	 8.9087	 1.2000	 0.7735	 1.0065	 (((290090.268311, 81532.358787), (287398.169889, 79576.434819), (281217.830008, 79576.434853), (280709.141032, 79946.019031), (279128.501898, 91795.148477), (284382.595503, 94864.645267), (287979.598426, 93639.125375), (290090.268311, 81532.358787)))
00048	 39	 28.4587	 10.9028	 1.2000	 0.9263	 0.9879	 (((287677.169957, 118538.565159), (288499.026216, 117941.451633), (289202.340823, 105277.501409), (282615.515665, 103024.368175), (279785.002735, 104334.887462), (279327.849719, 105280.968889), (283858.692291, 118538.565165), (287677.169957, 118538.565159)))
00048	 41	 28.7851	 9.9486	 1.2000	 1.1589	 0.9786	 (((292681.563324, 96349.844112), (287979.598426, 93639.125375), (284382.595503, 94864.645267), (282615.515665, 103024.368175), (289202.340823, 105277.501409), (292065.744714, 103700.773624), (292681.563324, 96349.844112)))
00048	 10	 29.2975	 9.0598	 1.2000	 0.7598	 1.0004	 (((299498.787653, 83582.104117), (296065.169889, 81087.434819), (290167.849016, 81087.434851), (287979.598426, 93639.125375), (292681.563324, 96349.844112), (297435.749095, 94404.412373), (299498.787653, 83582.104117)))
00048	 16	 29.3374	 10.9516	 1.2000	 0.6876	 0.9675	 (((290283.830077, 119026.565170), (296464.169957, 119026.565159), (300575.733838, 116039.339136), (298226.932731, 106059.571496), (292065.744714, 103700.773624), (289202.340823, 105277.501409), (288510.314516, 117738.030697), (290283.830077, 119026.565170)))
00048	 6	 29.6923	 10.0246	 1.2000	 1.1218	 0.9747	 (((304194.647421, 99697.136243), (297435.749095, 94404.412373), (292681.563324, 96349.844112), (292065.744714, 103700.773624), (298226.932731, 106059.571496), (304194.647421, 99697.136243)))
